OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
55075;;  ;Dérogation 2R;2000;bidirectionnelle; ;au statut de la rue : vélos seuls;;140.659992436979
55076;;  ;Dérogation 2R;2004;unidirectionnelle; ;mixité piétons;;22.466367618582
55077;;  ;Piste;2009;bidirectionnelle; ;mixité piétons;;87.64963592277249
55078;;  ;Dérogation 2R;2009;bidirectionnelle; ;au statut de la rue : vélos seuls;;21.8661025433989
55080;;  ;Dérogation 2R;2011;bidirectionnelle; ;;;40.2385376558184
55081;;  ;Dérogation 2R;2011;unidirectionnelle;contresens;voie de présélection;;4.96848239319793
55082;;  ;Dérogation 2R;2011;unidirectionnelle;contresens;voie de présélection;;7.2660996536198
55083;;  ;Piste;2013;unidirectionnelle; ;;;5.88122436232457
55074;;  ;Dérogation 2R;2000;bidirectionnelle; ;au statut de la rue : vélos seuls;;256.362823425426
58552;54402;Route de la Gare-de-Satigny;Piste;1993;bidirectionnelle;dans le sens;mixité piétons;;77.2587120818593
55085;;  ;Piste;~2013;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;427.00820940659105
55086;;  ;Piste;2010;bidirectionnelle; ;mixité piétons;;170.70331481352102
55088;;  ;Piste;2011;unidirectionnelle;contresens;vélos + cyclomoteurs;;28.3979035261074
55089;;  ;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.4319759961137
55090;;  ;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;73.50751297731789
55091;;  ;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.0067292969755
55092;;  ;Piste;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;232.36712711433802
55097; ;  ;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;353.91025884437005
55099;0;  ;Dérogation 2R;2009;bidirectionnelle; ;au statut de la rue;;301.228235426261
55101;00086;Route des Acacias;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;72.00366649646949
55102;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.7379471362256
55103;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.1313365656357
55106;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.592384155387002
55107;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.482698854369898
55111;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.5788540286608
55113;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;38.3626145496929
55114;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.4349036102231
55118;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.4040192119102
55119;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;35.2906305870267
55121;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.0599536706674
55179;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.2835445141253
55180;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.339660971205596
55182;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.5646083395322
55183;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;285.216959996291
55184;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;73.37197080629629
55185;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;229.35066109730403
55186;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;85.3789022452777
55187;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;48.8721800036219
55188;00140;Avenue de l' Ain;Piste;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;384.563659046267
55189;00140;Avenue de l' Ain;Piste;2002;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;507.428942707994
55190;00140;Avenue de l' Ain;Piste;2002;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;531.107304601902
55191;00167;Avenue d' Aïre;Bande;1987;unidirectionnelle;contresens;vélos + cyclomoteurs;;115.52340134563201
55192;00167;Avenue d' Aïre;Bande;1987;unidirectionnelle;contresens;vélos + cyclomoteurs;;164.535076707045
55193;00167;Avenue d' Aïre;Bande;1987;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.3010070307595
55194;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.4265596902762
55195;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;115.42494104789301
55196;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;140.560387039064
55197;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.843607344434098
55198;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;56.427103289604005
55200;00167;Avenue d' Aïre;Bande;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.6275360940301
55202;00167;Avenue d' Aïre;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;21.0607742873156
55203;00167;Avenue d' Aïre;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.763536565251689
55204;00167;Avenue d' Aïre;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.8452123536018
55205;00167;Avenue d' Aïre;Bande;2012;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;32.987165961286195
55206;00167;Avenue d' Aïre;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.4212191927365
55207;00167;Avenue d' Aïre;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.2978393355493
55208;00167;Avenue d' Aïre;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;320.61569568544303
55209;00167;Avenue d' Aïre;Piste;1987;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;205.63724773774402
55210;00167;Avenue d' Aïre;Piste;1987;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;8.47680364288333
55211;00167;Avenue d' Aïre;Piste;1994;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.238013855802558
55214;00167;Avenue d' Aïre;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.8546616805931
55215;00167;Avenue d' Aïre;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.2959678638722
55218;00205;Route d' Aire-la-Ville;Piste; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.2182546366833
63396;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;66.41524674350009
63397;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;98.9844665047176
63702;;  ;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.650831479811096
55123;00086;Route des Acacias;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;22.1874063378305
55124;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;116.60260893800401
55125;00086;Route des Acacias;Dérogation 2R;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.7052435220977
55126;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.207531846314001
55127;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;31.961693691459498
55128;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;30.9847648309893
55129;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;127.050257598578
55130;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;159.664748980008
55133;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;128.78380978869703
55136;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.1455843118336
55138;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.7455158225078
55139;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.0439080161866
55140;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;104.96301991260201
55141;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;42.944389497269604
55142;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.2460259108479
55145;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;146.706556886763
55146;00086;Route des Acacias;Piste;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;172.53903719975003
55149;00086;Route des Acacias;Sas;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.86667506719363
55152;00094;Quai Gustave- ADOR;Piste;2019;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;57.1008625153771
55158;00094;Quai Gustave- ADOR;Piste;2019;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.21367178124939
55160;00108;Route de l' Aéroport;Bande;1991;unidirectionnelle;contresens;vélos + cyclomoteurs;;33.5314644690173
55162;00108;Route de l' Aéroport;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;4.2320680523829
55163;00108;Route de l' Aéroport;Bande;1991;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;171.717621308587
55164;00108;Route de l' Aéroport;Bande;1995;unidirectionnelle;contresens;vélos + cyclomoteurs;;449.69443213181404
55165;00108;Route de l' Aéroport;Bande;1995;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;379.920749630663
55166;00108;Route de l' Aéroport;Bande;?;unidirectionnelle;contresens;vélos + cyclomoteurs;;130.880645769808
55168;00108;Route de l' Aéroport;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;100.756557168852
55169;00108;Route de l' Aéroport;Piste;1991;bidirectionnelle;dans le sens;vélos + cyclomoteurs;;179.53225608646503
55170;00108;Route de l' Aéroport;Piste;1991;unidirectionnelle;contresens;vélos + cyclomoteurs;;31.986699151042497
55173;00140;Avenue de l' Ain;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;17.7419559237419
55174;00140;Avenue de l' Ain;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.2148061797085
55176;00140;Avenue de l' Ain;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.5737725043556
55177;00140;Avenue de l' Ain;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.2788890179978
55178;00140;Avenue de l' Ain;Bande;1986;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.3904971511357
61152;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;152.851497929883
61153;;  ;Bande;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;50.4214056581064
61154;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;152.864554521904
61155;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;194.669516653339
61156;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;198.92550725027
61157;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;130.52283267148002
61462;03778;Route de La-Capite;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;212.997561031332
61464;03778;Route de La-Capite;Bande;2000;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.7880292096004
61786;23604;Route de Thonon;Piste;1960;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;60.1978944814518
61787;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;77.01211141902328
61788;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;33.277381207060095
61789;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;192.95848656185402
61790;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.226719397631598
61791;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.4785665243603
61792;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.760607523892
61793;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;15.8747377931102
61794;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;55.627391894544004
61796;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.0767329366753
61797;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;54.7961408132679
62102;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;29.3868159984388
62103;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;9.54603582645697
62104;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;204.753179134392
62105;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;21.0741666501905
62106;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;79.8753547565204
62107;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;66.03220459147629
62108;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;78.99276319161639
62109;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;13.3586114547883
62110;19313;Avenue de la Praille;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.04882893380585
62111;19313;Avenue de la Praille;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.02556165050585
62113;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;61.8625873717965
62114;;  ;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;59.219861979364296
62115;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;21.359822096637398
62423;;  ;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;172.50679787790799
62424;;  ;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;183.087442933016
62425;;  ;Sas;2014;unidirectionnelle;dans le sens;;NON;3.8485321877307994
62430;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.358969255412006
62431;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;52.8305981416073
62432;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;266.74719061692997
62433;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;266.977176231697
62434;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;235.14174701025902
62435;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;235.143288850031
62436;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;121.73157418466401
62437;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;73.28881315258128
62742;;  ;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;246.06200241930603
62743;;  ;Piste;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;197.699796699473
63062;;  ;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.5068905041904
63063;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;22.369177316586
63064;23604;Route de Thonon;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;15.9951357928118
63065;23604;Route de Thonon;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;14.6537981424612
63066;23604;Route de Thonon;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;18.1939248102217
63068;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;276.29703390675303
63069;;  ;Piste;2014;bidirectionnelle;;mixité piétons;;66.666727083306
63070;;  ;Piste;2014;unidirectionnelle;dans le sens;mixité piétons;;82.6775143814385
63071;;  ;Piste;2014;bidirectionnelle;;mixité piétons;;121.01059806205801
63072;;  ;Piste;2014;bidirectionnelle;;mixité piétons;;117.45828535139
63073;18953;Boulevard du Pont-d'Arve;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;31.285693215909397
63074;18953;Boulevard du Pont-d'Arve;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.6492287604437
63075;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;7.14809065415374
63077;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.999802088565
63382;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;35.6431299969462
63383;;  ;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;30.581818900118897
63384;;  ;Piste;2014;bidirectionnelle;;mixité piétons;;87.4588732874909
63386;;  ;Piste;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;20.6072050506613
63387;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;122.53487879582201
63388;;  ;Piste;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;15.9045685260556
63389;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;64.22720220601349
63390;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;9.30164666815835
63391;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;176.48321120910302
63392;;  ;Contresens;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;172.57137246520202
63395;;  ;Piste;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;13.5195914126735
55227;00272;Rue des Alpes;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.64726482467398
55228;00272;Rue des Alpes;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.3527431543154
55229;00272;Rue des Alpes;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;37.657945890528005
55230;00272;Rue des Alpes;Bande;2001;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;123.86467817743701
55231;00272;Rue des Alpes;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;OUI;3.6670560399317598
55236;00329;Rue Jean-Charles- AMAT;Contresens;2000;; ;vélos + cyclomoteurs;;63.989532014890194
55237;00434; L' Ancienne-Route;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;112.44351825311
